age_days,rank_ic,t_stat,n_days
"(0, 15]",0.037881829220821985,1.3518782404832104,218
"(15, 30]",0.02547902490775309,0.8716065300313917,227
"(30, 45]",0.021031809025795954,0.7029669142253064,210
"(45, 70]",0.04067768065050856,1.4073163770998238,227
