tp_frac,fill,цель,стоп,EOD,валовой%,чистый%,WR,сумма_нетто%,медиана%
0.2,0.5713730066122131,0.36215112321307014,0.1708645336963921,0.46698434309053777,-0.1886357572645107,-0.31987243026833684,0.45813478556841386,-469.8926000641868,-0.11694269115169173
0.3,0.5713730066122131,0.23757658270932608,0.17835262083049694,0.584070796460177,-0.17595984211411522,-0.3071965151179414,0.41456773315180395,-451.2716807082559,-0.2023947594217029
0.4,0.5713730066122131,0.1572498298162015,0.18379850238257317,0.6589516678012253,-0.16951320909691525,-0.30074988210074144,0.3955071477195371,-441.80157680598916,-0.21705671469614057
0.5,0.5713730066122131,0.11164057181756297,0.18584070796460178,0.7025187202178352,-0.1622961958733592,-0.29353286887718527,0.3859768550034037,-431.1997843805852,-0.23505286936019867
0.6,0.5713730066122131,0.07692307692307693,0.18584070796460178,0.7372362151123213,-0.1592453775494807,-0.2904820505533068,0.382573179033356,-426.71813226280767,-0.23636776362784082
0.7,0.5713730066122131,0.05854322668481961,0.18720217835262082,0.7542545949625595,-0.15631996579673427,-0.28755663880056037,0.3805309734513274,-422.4207023980232,-0.23898066890743264
0.8,0.5713730066122131,0.03880190605854323,0.18720217835262082,0.773995915588836,-0.1546271168530914,-0.2858637898569175,0.3805309734513274,-419.93390729981184,-0.23898066890743264
1.0,0.5713730066122131,0.01906058543226685,0.18720217835262082,0.7937372362151123,-0.14911248906607674,-0.28034916206990285,0.3805309734513274,-411.83291908068725,-0.23898066890743264
