series,period,days,first_med,first_p10,last_med,pre_auction,share_night,share_m0700,share_m0900,share_auction,share_main,share_evening,share_pre,weekend_days
ROSN,2022-01,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9082,0.0918,0.0000,0.0000
ROSN,2022-02,18,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9035,0.0965,0.0000,0.0000
ROSN,2022-03,6,10:00,10:00,13:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
ROSN,2022-04,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
ROSN,2022-05,18,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
ROSN,2022-06,22,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,8.0000
ROSN,2022-07,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10.0000
ROSN,2022-08,23,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,8.0000
ROSN,2022-09,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9644,0.0356,0.0000,6.0000
ROSN,2022-10,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9111,0.0889,0.0000,6.0000
ROSN,2022-11,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8705,0.1295,0.0000,8.0000
ROSN,2022-12,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8938,0.1062,0.0000,9.0000
ROSN,2023-01,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8769,0.1231,0.0000,9.0000
ROSN,2023-02,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8952,0.1048,0.0000,8.0000
ROSN,2023-03,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8777,0.1223,0.0000,8.0000
ROSN,2023-04,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8947,0.1053,0.0000,9.0000
ROSN,2023-05,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8515,0.1485,0.0000,8.0000
ROSN,2023-06,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8542,0.1458,0.0000,7.0000
ROSN,2023-07,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8501,0.1499,0.0000,8.0000
ROSN,2023-08,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8624,0.1376,0.0000,8.0000
ROSN,2023-09,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9049,0.0951,0.0000,9.0000
ROSN,2023-10,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8594,0.1406,0.0000,9.0000
ROSN,2023-11,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8566,0.1434,0.0000,8.0000
ROSN,2023-12,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8741,0.1259,0.0000,10.0000
ROSN,2024-01,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0026,0.8804,0.1168,0.0000,8.0000
ROSN,2024-02,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0012,0.8935,0.1055,0.0000,8.0000
ROSN,2024-03,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0009,0.9092,0.0888,0.0000,10.0000
ROSN,2024-04,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0012,0.8820,0.1172,0.0000,8.0000
ROSN,2024-05,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0013,0.8435,0.1484,0.0000,8.0000
ROSN,2024-06,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0009,0.8972,0.1009,0.0000,10.0000
ROSN,2024-07,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0009,0.8909,0.1081,0.0000,8.0000
ROSN,2024-08,22,07:00,07:00,23:45,0.5909,0.0000,0.0018,0.0005,0.0010,0.8633,0.1304,0.0024,9.0000
ROSN,2024-09,21,07:00,07:00,23:45,1.0000,0.0000,0.0020,0.0009,0.0008,0.8841,0.1085,0.0032,9.0000
ROSN,2024-10,23,07:00,07:00,23:45,1.0000,0.0000,0.0017,0.0010,0.0006,0.8640,0.1298,0.0032,8.0000
ROSN,2024-11,21,07:00,07:00,23:45,1.0000,0.0000,0.0026,0.0011,0.0008,0.8712,0.1258,0.0038,9.0000
ROSN,2024-12,22,07:00,07:00,23:45,1.0000,0.0000,0.0024,0.0013,0.0004,0.8808,0.1153,0.0041,9.0000
ROSN,2025-01,22,07:00,06:55,23:45,1.0000,0.0000,0.0059,0.0029,0.0030,0.8159,0.1241,0.0090,8.0000
ROSN,2025-02,20,06:55,06:55,23:45,1.0000,0.0003,0.0353,0.0257,0.0061,0.7563,0.1522,0.0636,8.0000
ROSN,2025-03,21,06:55,06:55,23:45,1.0000,0.0003,0.0433,0.0275,0.0065,0.7577,0.1316,0.0812,10.0000
ROSN,2025-04,22,06:55,06:55,23:45,1.0000,0.0004,0.0517,0.0343,0.0085,0.6920,0.1636,0.0950,8.0000
ROSN,2025-05,22,06:55,06:55,23:45,1.0000,0.0003,0.0672,0.0405,0.0076,0.7334,0.1345,0.1162,9.0000
ROSN,2025-06,21,06:55,06:55,23:45,1.0000,0.0006,0.0901,0.0283,0.0043,0.7077,0.1634,0.1257,9.0000
ROSN,2025-07,23,06:55,06:55,23:45,1.0000,0.0002,0.0512,0.0292,0.0053,0.7458,0.1269,0.0859,8.0000
ROSN,2025-08,21,06:55,06:55,23:45,1.0000,0.0003,0.0463,0.0252,0.0059,0.6772,0.1886,0.0741,10.0000
ROSN,2025-09,22,06:55,06:55,23:45,1.0000,0.0001,0.0389,0.0251,0.0051,0.7424,0.1457,0.0680,8.0000
ROSN,2025-10,23,06:55,06:55,23:45,1.0000,0.0003,0.0381,0.0301,0.0063,0.7508,0.1312,0.0737,8.0000
ROSN,2025-11,20,06:55,06:55,23:45,1.0000,0.0001,0.0402,0.0300,0.0045,0.7342,0.1587,0.0799,10.0000
ROSN,2025-12,23,06:55,06:55,23:45,1.0000,0.0002,0.0470,0.0271,0.0046,0.7665,0.1351,0.0795,8.0000
ROSN,2026-01,21,06:55,06:55,23:45,0.9524,0.0002,0.0396,0.0310,0.0074,0.7354,0.1584,0.0806,9.0000
ROSN,2026-02,20,06:55,06:55,23:45,1.0000,0.0005,0.0413,0.0222,0.0050,0.7904,0.1440,0.0698,8.0000
ROSN,2026-03,22,06:55,06:55,23:45,1.0000,0.0020,0.1029,0.0393,0.0069,0.6596,0.1612,0.1525,9.0000
ROSN,2026-04,22,06:55,06:55,23:45,1.0000,0.0008,0.0862,0.0425,0.0069,0.6448,0.1665,0.1207,8.0000
ROSN,2026-05,21,06:55,06:55,23:45,1.0000,0.0004,0.0575,0.0424,0.0062,0.6862,0.1625,0.1031,10.0000
ROSN,2026-06,22,06:55,06:55,23:45,1.0000,0.0003,0.0609,0.0469,0.0066,0.7418,0.1248,0.1251,8.0000
ROSN,2026-07,23,06:55,06:55,23:45,1.0000,0.0005,0.1063,0.0512,0.0114,0.6791,0.1259,0.1751,8.0000
ROSN,2026-08,21,06:55,06:55,23:45,1.0000,0.0003,0.1011,0.0322,0.0069,0.7044,0.1194,0.1413,10.0000
ROSN,2026-09,9,06:55,06:55,23:45,1.0000,0.0004,0.0784,0.0427,0.0100,0.6008,0.1711,0.1247,2.0000
SBER,2022-01,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8872,0.1128,0.0000,0.0000
SBER,2022-02,18,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8761,0.1239,0.0000,0.0000
SBER,2022-03,6,10:00,10:00,13:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SBER,2022-04,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SBER,2022-05,18,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SBER,2022-06,22,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,8.0000
SBER,2022-07,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10.0000
SBER,2022-08,23,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,8.0000
SBER,2022-09,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9642,0.0358,0.0000,6.0000
SBER,2022-10,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9315,0.0685,0.0000,6.0000
SBER,2022-11,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9021,0.0979,0.0000,8.0000
SBER,2022-12,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9004,0.0996,0.0000,9.0000
SBER,2023-01,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8871,0.1129,0.0000,9.0000
SBER,2023-02,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8958,0.1042,0.0000,8.0000
SBER,2023-03,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8865,0.1135,0.0000,8.0000
SBER,2023-04,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8880,0.1120,0.0000,9.0000
SBER,2023-05,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8650,0.1350,0.0000,8.0000
SBER,2023-06,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8809,0.1191,0.0000,7.0000
SBER,2023-07,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8571,0.1429,0.0000,10.0000
SBER,2023-08,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8662,0.1338,0.0000,8.0000
SBER,2023-09,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9035,0.0965,0.0000,9.0000
SBER,2023-10,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8724,0.1276,0.0000,9.0000
SBER,2023-11,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8962,0.1038,0.0000,8.0000
SBER,2023-12,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8909,0.1091,0.0000,10.0000
SBER,2024-01,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0022,0.8829,0.1135,0.0000,8.0000
SBER,2024-02,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0021,0.8903,0.1078,0.0000,8.0000
SBER,2024-03,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0019,0.8911,0.1065,0.0000,10.0000
SBER,2024-04,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0020,0.8914,0.1061,0.0000,8.0000
SBER,2024-05,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0014,0.8740,0.1236,0.0000,8.0000
SBER,2024-06,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0011,0.9154,0.0837,0.0000,10.0000
SBER,2024-07,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0012,0.8864,0.1093,0.0000,8.0000
SBER,2024-08,22,07:00,07:00,23:45,0.9091,0.0000,0.0036,0.0013,0.0016,0.8738,0.1238,0.0049,9.0000
SBER,2024-09,21,07:00,07:00,23:45,1.0000,0.0000,0.0016,0.0009,0.0014,0.8861,0.1102,0.0024,9.0000
SBER,2024-10,23,07:00,07:00,23:45,1.0000,0.0000,0.0013,0.0007,0.0019,0.9082,0.0878,0.0020,8.0000
SBER,2024-11,21,07:00,07:00,23:45,1.0000,0.0000,0.0017,0.0011,0.0015,0.8386,0.1594,0.0027,9.0000
SBER,2024-12,22,07:00,07:00,23:45,1.0000,0.0000,0.0011,0.0007,0.0012,0.8824,0.1102,0.0019,9.0000
SBER,2025-01,22,07:00,06:55,23:45,1.0000,0.0000,0.0033,0.0014,0.0030,0.8402,0.1265,0.0043,8.0000
SBER,2025-02,20,06:55,06:55,23:45,1.0000,0.0004,0.0536,0.0288,0.0086,0.7050,0.1701,0.0944,8.0000
SBER,2025-03,21,06:55,06:55,23:45,1.0000,0.0003,0.0519,0.0258,0.0044,0.7249,0.1507,0.0817,10.0000
SBER,2025-04,22,06:55,06:55,23:45,1.0000,0.0006,0.0566,0.0315,0.0067,0.6847,0.1887,0.0914,8.0000
SBER,2025-05,22,06:55,06:55,23:45,1.0000,0.0004,0.0560,0.0402,0.0057,0.7442,0.1164,0.1005,9.0000
SBER,2025-06,21,06:55,06:55,23:45,1.0000,0.0003,0.0573,0.0320,0.0091,0.7683,0.1276,0.0836,9.0000
SBER,2025-07,23,06:55,06:55,23:45,1.0000,0.0004,0.0488,0.0267,0.0055,0.7985,0.1081,0.0737,8.0000
SBER,2025-08,21,06:55,06:55,23:45,1.0000,0.0003,0.0522,0.0302,0.0053,0.7289,0.1296,0.0916,10.0000
SBER,2025-09,22,06:55,06:55,23:45,1.0000,0.0003,0.0446,0.0298,0.0063,0.7659,0.1244,0.0815,8.0000
SBER,2025-10,23,06:55,06:55,23:45,1.0000,0.0002,0.0400,0.0436,0.0065,0.7398,0.1185,0.0847,8.0000
SBER,2025-11,20,06:55,06:55,23:45,1.0000,0.0004,0.0476,0.0354,0.0074,0.7727,0.1094,0.0803,10.0000
SBER,2025-12,23,06:55,06:55,23:45,1.0000,0.0002,0.0403,0.0335,0.0037,0.7531,0.1291,0.0799,8.0000
SBER,2026-01,21,06:55,06:55,23:45,1.0000,0.0003,0.0403,0.0431,0.0077,0.7561,0.1296,0.0837,9.0000
SBER,2026-02,20,06:55,06:55,23:45,1.0000,0.0003,0.0417,0.0305,0.0071,0.7833,0.1017,0.0867,8.0000
SBER,2026-03,22,06:55,06:55,23:45,1.0000,0.0003,0.0562,0.0344,0.0070,0.7804,0.1100,0.1027,9.0000
SBER,2026-04,22,06:55,06:55,23:45,1.0000,0.0002,0.0430,0.0308,0.0069,0.7971,0.1003,0.0704,8.0000
SBER,2026-05,21,06:55,06:55,23:45,1.0000,0.0003,0.0450,0.0340,0.0056,0.7967,0.0982,0.0723,10.0000
SBER,2026-06,22,06:55,06:55,23:45,1.0000,0.0002,0.0382,0.0323,0.0052,0.8146,0.0872,0.0694,8.0000
SBER,2026-07,23,06:55,06:55,23:45,1.0000,0.0001,0.0567,0.0386,0.0070,0.8176,0.0807,0.1005,8.0000
SBER,2026-08,21,06:55,06:55,23:45,1.0000,0.0002,0.0843,0.0333,0.0065,0.7489,0.1048,0.1167,10.0000
SBER,2026-09,9,06:55,06:55,23:45,1.0000,0.0004,0.0789,0.0320,0.0093,0.7103,0.1012,0.1052,2.0000
SELG,2022-01,20,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-02,18,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-03,4,10:00,10:00,13:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-04,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-05,18,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-06,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-07,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-08,23,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-09,22,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-10,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-11,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2022-12,22,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
SELG,2023-01,21,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0020,0.9980,0.0000,0.0000,0.0000
SELG,2023-02,19,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0012,0.9988,0.0000,0.0000,0.0000
SELG,2023-03,22,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0021,0.9979,0.0000,0.0000,0.0000
SELG,2023-04,20,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0024,0.9976,0.0000,0.0000,0.0000
SELG,2023-05,21,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0024,0.9976,0.0000,0.0000,0.0000
SELG,2023-06,21,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0035,0.9965,0.0000,0.0000,0.0000
SELG,2023-07,21,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0020,0.9980,0.0000,0.0000,0.0000
SELG,2023-08,23,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0029,0.9971,0.0000,0.0000,0.0000
SELG,2023-09,21,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0018,0.9980,0.0000,0.0000,0.0000
SELG,2023-10,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0016,0.8695,0.1263,0.0000,6.0000
SELG,2023-11,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0016,0.7963,0.1991,0.0000,8.0000
SELG,2023-12,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0011,0.8010,0.1878,0.0000,10.0000
SELG,2024-01,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0016,0.8363,0.1615,0.0000,8.0000
SELG,2024-02,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0013,0.8693,0.1302,0.0000,8.0000
SELG,2024-03,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0014,0.8414,0.1509,0.0000,10.0000
SELG,2024-04,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0020,0.8515,0.1457,0.0000,8.0000
SELG,2024-05,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0020,0.8211,0.1739,0.0000,8.0000
SELG,2024-06,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0016,0.8463,0.1501,0.0000,10.0000
SELG,2024-07,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0008,0.8079,0.1921,0.0000,8.0000
SELG,2024-08,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0008,0.8089,0.1905,0.0000,9.0000
SELG,2024-09,21,07:00,07:00,23:45,1.0000,0.0000,0.0054,0.0017,0.0008,0.7809,0.1856,0.0073,9.0000
SELG,2024-10,23,07:00,07:00,23:45,1.0000,0.0000,0.0056,0.0029,0.0012,0.7860,0.1718,0.0083,8.0000
SELG,2024-11,21,07:00,07:00,23:45,1.0000,0.0000,0.0038,0.0016,0.0016,0.7797,0.2003,0.0054,9.0000
SELG,2024-12,22,07:00,07:00,23:45,1.0000,0.0000,0.0052,0.0021,0.0008,0.8315,0.1599,0.0069,9.0000
SELG,2025-01,22,07:00,06:55,23:45,1.0000,0.0000,0.0154,0.0061,0.0013,0.7050,0.2225,0.0224,8.0000
SELG,2025-02,20,06:55,06:55,23:45,1.0000,0.0002,0.0749,0.0353,0.0056,0.6176,0.2136,0.1239,8.0000
SELG,2025-03,21,06:55,06:55,23:45,1.0000,0.0000,0.0848,0.0363,0.0056,0.6705,0.1700,0.1289,10.0000
SELG,2025-04,22,06:55,06:55,23:45,1.0000,0.0003,0.1433,0.0453,0.0081,0.6246,0.1712,0.1902,8.0000
SELG,2025-05,22,06:55,06:55,23:45,1.0000,0.0001,0.0838,0.0385,0.0060,0.6201,0.1808,0.1227,9.0000
SELG,2025-06,21,06:55,06:55,23:45,1.0000,0.0001,0.1114,0.0243,0.0032,0.6785,0.1826,0.1307,9.0000
SELG,2025-07,23,06:55,06:55,23:45,1.0000,0.0000,0.1113,0.0364,0.0104,0.6314,0.1361,0.1598,8.0000
SELG,2025-08,21,06:55,06:55,23:45,1.0000,0.0001,0.0718,0.0184,0.0050,0.6864,0.1437,0.1049,10.0000
SELG,2025-09,22,06:55,06:55,23:45,1.0000,0.0001,0.0990,0.0287,0.0057,0.6847,0.1324,0.1194,8.0000
SELG,2025-10,23,06:55,06:55,23:45,1.0000,0.0001,0.0722,0.0250,0.0052,0.7188,0.1497,0.1261,8.0000
SELG,2025-11,20,06:55,06:55,23:45,1.0000,0.0000,0.0985,0.0320,0.0103,0.6134,0.1795,0.1489,10.0000
SELG,2025-12,23,06:55,06:55,23:45,0.9565,0.0003,0.1009,0.0310,0.0077,0.5661,0.2130,0.1739,8.0000
SELG,2026-01,21,06:55,06:55,23:45,1.0000,0.0011,0.1778,0.0395,0.0094,0.5115,0.1886,0.2187,9.0000
SELG,2026-02,20,06:55,06:55,23:45,1.0000,0.0015,0.1424,0.0427,0.0106,0.5574,0.1552,0.2080,8.0000
SELG,2026-03,22,06:55,06:55,23:45,1.0000,0.0004,0.1650,0.0515,0.0077,0.6150,0.1597,0.2309,9.0000
SELG,2026-04,22,06:55,06:55,23:45,1.0000,0.0008,0.1334,0.0430,0.0096,0.5691,0.1626,0.1742,8.0000
SELG,2026-05,21,06:55,06:55,23:45,1.0000,0.0000,0.1063,0.0393,0.0065,0.5959,0.1884,0.1948,10.0000
SELG,2026-06,22,06:55,06:55,23:45,1.0000,0.0002,0.0879,0.0562,0.0108,0.6132,0.1569,0.1713,8.0000
SELG,2026-07,23,06:55,06:55,23:45,1.0000,0.0003,0.1462,0.0352,0.0069,0.6380,0.1304,0.1707,8.0000
SELG,2026-08,21,06:55,06:55,23:45,1.0000,0.0002,0.1585,0.0352,0.0094,0.5754,0.1361,0.2197,10.0000
SELG,2026-09,9,06:55,06:55,23:45,1.0000,0.0002,0.1216,0.0357,0.0051,0.5614,0.1453,0.1327,2.0000
Si,2022-01,21,07:00,07:00,23:45,1.0000,0.0000,0.0558,0.0280,0.0057,0.7490,0.1557,0.0844,0.0000
Si,2022-02,19,07:00,07:00,23:45,0.9474,0.0000,0.0544,0.0246,0.0070,0.7266,0.1785,0.0802,0.0000
Si,2022-03,20,10:00,10:00,18:40,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
Si,2022-04,21,10:00,10:00,18:40,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
Si,2022-05,18,10:00,10:00,18:40,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
Si,2022-06,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
Si,2022-07,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9747,0.0253,0.0000,0.0000
Si,2022-08,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9637,0.0363,0.0000,0.0000
Si,2022-09,22,09:00,09:00,23:45,0.6818,0.0000,0.0000,0.0280,0.0043,0.9011,0.0514,0.0280,0.0000
Si,2022-10,21,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0381,0.0061,0.9204,0.0349,0.0381,0.0000
Si,2022-11,21,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0390,0.0058,0.9010,0.0459,0.0390,0.0000
Si,2022-12,22,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0466,0.0067,0.8766,0.0617,0.0466,0.0000
Si,2023-01,21,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0489,0.0085,0.8824,0.0555,0.0489,0.0000
Si,2023-02,19,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0499,0.0076,0.8729,0.0546,0.0499,0.0000
Si,2023-03,22,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0478,0.0075,0.9096,0.0398,0.0478,0.0000
Si,2023-04,20,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0498,0.0068,0.8900,0.0389,0.0498,0.0000
Si,2023-05,21,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0529,0.0106,0.8867,0.0370,0.0529,0.0000
Si,2023-06,21,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0510,0.0090,0.9046,0.0357,0.0510,0.0000
Si,2023-07,21,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0598,0.0097,0.8895,0.0431,0.0602,0.0000
Si,2023-08,23,08:55,08:55,23:45,1.0000,0.0000,0.0004,0.0565,0.0094,0.8811,0.0502,0.0567,0.0000
Si,2023-09,21,09:00,08:55,23:45,1.0000,0.0000,0.0000,0.0441,0.0089,0.8903,0.0500,0.0441,0.0000
Si,2023-10,22,09:00,09:00,23:45,1.0000,0.0000,0.0000,0.0520,0.0088,0.8880,0.0475,0.0520,0.0000
Si,2023-11,22,08:55,08:55,23:45,1.0000,0.0000,0.0004,0.0419,0.0077,0.8915,0.0586,0.0421,0.0000
Si,2023-12,21,08:55,08:55,23:45,1.0000,0.0000,0.0002,0.0379,0.0071,0.9078,0.0450,0.0381,0.0000
Si,2024-01,21,08:55,08:55,23:45,1.0000,0.0000,0.0004,0.0430,0.0078,0.8957,0.0432,0.0442,0.0000
Si,2024-02,20,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0323,0.0076,0.9150,0.0373,0.0332,0.0000
Si,2024-03,20,08:55,08:55,23:45,1.0000,0.0000,0.0003,0.0420,0.0075,0.9150,0.0327,0.0423,0.0000
Si,2024-04,22,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0484,0.0109,0.8967,0.0355,0.0485,1.0000
Si,2024-05,21,08:55,08:55,23:45,1.0000,0.0000,0.0002,0.0523,0.0099,0.9020,0.0340,0.0526,0.0000
Si,2024-06,19,09:55,08:55,23:45,0.3684,0.0000,0.0000,0.0000,0.0008,0.9567,0.0370,0.0000,0.0000
Si,2024-07,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9538,0.0459,0.0000,0.0000
Si,2024-08,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0001,0.9602,0.0392,0.0000,0.0000
Si,2024-09,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0001,0.9636,0.0363,0.0000,0.0000
