series,period,days,first_med,first_p10,last_med,pre_auction,share_night,share_m0700,share_m0900,share_auction,share_main,share_evening,share_pre,weekend_days
Si,2024-10,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0001,0.9504,0.0493,0.0000,0.0000
Si,2024-11,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0002,0.9194,0.0805,0.0000,1.0000
Si,2024-12,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0001,0.9425,0.0567,0.0000,1.0000
Si,2025-01,20,09:55,08:55,23:45,0.2500,0.0000,0.0000,0.0000,0.0002,0.9226,0.0693,0.0000,0.0000
Si,2025-02,20,08:55,08:55,23:45,1.0000,0.0000,0.0000,0.0289,0.0053,0.8901,0.0776,0.0290,0.0000
Si,2025-03,21,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0275,0.0050,0.8715,0.0870,0.0275,0.0000
Si,2025-04,22,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0339,0.0046,0.8840,0.0810,0.0340,0.0000
Si,2025-05,20,08:55,08:55,23:45,1.0000,0.0000,0.0002,0.0470,0.0073,0.8695,0.0679,0.0472,0.0000
Si,2025-06,20,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0426,0.0067,0.9044,0.0496,0.0426,0.0000
Si,2025-07,23,08:55,08:55,23:45,1.0000,0.0000,0.0000,0.0326,0.0054,0.9108,0.0518,0.0328,0.0000
Si,2025-08,21,08:55,08:55,23:45,1.0000,0.0000,0.0000,0.0320,0.0026,0.8918,0.0509,0.0320,0.0000
Si,2025-09,22,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0339,0.0062,0.9093,0.0542,0.0340,0.0000
Si,2025-10,23,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0514,0.0079,0.8815,0.0590,0.0515,0.0000
Si,2025-11,19,08:55,08:55,23:45,1.0000,0.0000,0.0000,0.0335,0.0064,0.8957,0.0398,0.0335,1.0000
Si,2025-12,22,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0278,0.0052,0.9275,0.0386,0.0279,0.0000
Si,2026-01,19,08:55,08:55,23:45,1.0000,0.0000,0.0000,0.0407,0.0053,0.8971,0.0426,0.0407,0.0000
Si,2026-02,19,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0194,0.0036,0.9313,0.0299,0.0195,0.0000
Si,2026-03,22,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0302,0.0047,0.9163,0.0445,0.0303,0.0000
Si,2026-04,22,08:55,08:55,23:45,1.0000,0.0000,0.0000,0.0408,0.0071,0.9075,0.0390,0.0409,0.0000
Si,2026-05,20,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0377,0.0065,0.9093,0.0352,0.0377,0.0000
Si,2026-06,21,08:55,08:55,23:45,1.0000,0.0000,0.0001,0.0423,0.0065,0.9121,0.0360,0.0423,0.0000
Si,2026-07,23,07:00,06:55,23:45,1.0000,0.0000,0.0151,0.0273,0.0053,0.9140,0.0353,0.0419,4.0000
Si,2026-08,21,06:55,06:55,23:45,1.0000,0.0000,0.0215,0.0198,0.0047,0.8895,0.0416,0.0470,6.0000
Si,2026-09,9,06:55,06:55,23:45,1.0000,0.0000,0.0170,0.0160,0.0050,0.9089,0.0455,0.0314,2.0000
TATN,2022-01,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9149,0.0851,0.0000,0.0000
TATN,2022-02,18,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8798,0.1202,0.0000,0.0000
TATN,2022-03,6,10:00,10:00,13:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
TATN,2022-04,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
TATN,2022-05,18,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
TATN,2022-06,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
TATN,2022-07,21,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.0000
TATN,2022-08,23,10:00,10:00,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,8.0000
TATN,2022-09,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9591,0.0409,0.0000,6.0000
TATN,2022-10,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9113,0.0887,0.0000,6.0000
TATN,2022-11,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8744,0.1256,0.0000,8.0000
TATN,2022-12,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9308,0.0692,0.0000,9.0000
TATN,2023-01,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8920,0.1080,0.0000,7.0000
TATN,2023-02,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8931,0.1069,0.0000,8.0000
TATN,2023-03,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9080,0.0920,0.0000,8.0000
TATN,2023-04,20,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8878,0.1122,0.0000,9.0000
TATN,2023-05,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8837,0.1163,0.0000,8.0000
TATN,2023-06,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8354,0.1646,0.0000,7.0000
TATN,2023-07,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8768,0.1232,0.0000,8.0000
TATN,2023-08,23,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8744,0.1256,0.0000,8.0000
TATN,2023-09,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8771,0.1229,0.0000,9.0000
TATN,2023-10,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8704,0.1296,0.0000,9.0000
TATN,2023-11,22,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8677,0.1323,0.0000,8.0000
TATN,2023-12,21,10:00,10:00,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8882,0.1118,0.0000,10.0000
TATN,2024-01,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0033,0.8766,0.1202,0.0000,6.0000
TATN,2024-02,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0010,0.8817,0.1170,0.0000,8.0000
TATN,2024-03,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0010,0.9153,0.0843,0.0000,10.0000
TATN,2024-04,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0013,0.8841,0.1133,0.0000,8.0000
TATN,2024-05,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0005,0.9013,0.0977,0.0000,8.0000
TATN,2024-06,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0005,0.9067,0.0926,0.0000,10.0000
TATN,2024-07,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0006,0.8633,0.1366,0.0000,8.0000
TATN,2024-08,22,07:00,07:00,23:45,0.5909,0.0000,0.0008,0.0004,0.0011,0.8200,0.1777,0.0013,9.0000
TATN,2024-09,21,07:00,07:00,23:45,1.0000,0.0000,0.0022,0.0011,0.0009,0.8876,0.1067,0.0031,9.0000
TATN,2024-10,23,07:00,07:00,23:45,0.9565,0.0000,0.0011,0.0008,0.0009,0.8606,0.1369,0.0019,8.0000
TATN,2024-11,21,07:00,07:00,23:45,1.0000,0.0000,0.0013,0.0007,0.0008,0.8157,0.1834,0.0019,9.0000
TATN,2024-12,22,07:00,07:00,23:45,1.0000,0.0000,0.0011,0.0005,0.0005,0.8777,0.1169,0.0017,9.0000
TATN,2025-01,22,07:00,06:55,23:45,1.0000,0.0000,0.0029,0.0008,0.0021,0.8315,0.1367,0.0037,8.0000
TATN,2025-02,20,06:55,06:55,23:45,1.0000,0.0001,0.0251,0.0355,0.0062,0.7766,0.1354,0.0666,8.0000
TATN,2025-03,21,06:55,06:55,23:45,1.0000,0.0001,0.0383,0.0266,0.0054,0.7604,0.1486,0.0654,10.0000
TATN,2025-04,22,06:55,06:55,23:45,1.0000,0.0002,0.0330,0.0433,0.0074,0.7159,0.1670,0.0709,8.0000
TATN,2025-05,22,06:55,06:55,23:45,1.0000,0.0003,0.0389,0.0318,0.0072,0.7701,0.1131,0.0807,9.0000
TATN,2025-06,21,06:55,06:55,23:45,1.0000,0.0001,0.0313,0.0204,0.0048,0.7961,0.1183,0.0584,9.0000
TATN,2025-07,23,06:55,06:55,23:45,1.0000,0.0001,0.0231,0.0225,0.0048,0.8410,0.1067,0.0455,8.0000
TATN,2025-08,21,06:55,06:55,23:45,1.0000,0.0001,0.0247,0.0222,0.0043,0.8005,0.1411,0.0471,10.0000
TATN,2025-09,22,06:55,06:55,23:45,1.0000,0.0001,0.0221,0.0233,0.0032,0.7881,0.1281,0.0496,8.0000
TATN,2025-10,23,06:55,06:55,23:45,1.0000,0.0001,0.0336,0.0271,0.0058,0.7754,0.1317,0.0597,8.0000
TATN,2025-11,20,06:55,06:55,23:45,1.0000,0.0001,0.0422,0.0314,0.0065,0.7404,0.1373,0.0794,10.0000
TATN,2025-12,23,06:55,06:55,23:45,0.9565,0.0001,0.0328,0.0350,0.0036,0.7585,0.1465,0.0756,8.0000
TATN,2026-01,21,06:55,06:55,23:45,0.9524,0.0002,0.0329,0.0380,0.0086,0.7928,0.1236,0.0707,7.0000
TATN,2026-02,20,06:55,06:55,23:45,1.0000,0.0002,0.0286,0.0222,0.0049,0.8108,0.1134,0.0581,8.0000
TATN,2026-03,22,06:55,06:55,23:45,1.0000,0.0012,0.0669,0.0321,0.0074,0.7657,0.1247,0.0982,9.0000
TATN,2026-04,22,06:55,06:55,23:45,1.0000,0.0004,0.0625,0.0382,0.0069,0.7490,0.1060,0.1012,8.0000
TATN,2026-05,21,06:55,06:55,23:45,1.0000,0.0001,0.0446,0.0317,0.0081,0.8053,0.0905,0.0721,10.0000
TATN,2026-06,22,06:55,06:55,23:45,1.0000,0.0001,0.0450,0.0371,0.0049,0.7953,0.0861,0.0861,8.0000
TATN,2026-07,23,06:55,06:55,23:45,1.0000,0.0004,0.0589,0.0357,0.0087,0.7719,0.1120,0.1119,8.0000
TATN,2026-08,21,06:55,06:55,23:45,1.0000,0.0002,0.0542,0.0224,0.0048,0.7554,0.1157,0.0838,10.0000
TATN,2026-09,9,06:55,06:55,23:45,1.0000,0.0001,0.0631,0.0215,0.0045,0.7094,0.1325,0.0925,2.0000
АКЦИИ,2022-01,20,07:10,06:55,23:45,0.5000,0.0000,0.0046,0.0009,0.0002,0.8762,0.0894,0.0067,0.0000
АКЦИИ,2022-02,18,09:55,06:55,23:45,0.4722,0.0000,0.0000,0.0000,0.0000,0.8679,0.0981,0.0000,0.0000
АКЦИИ,2022-03,6,09:55,09:55,13:45,0.0000,0.0000,0.0000,0.0000,0.0006,0.9994,0.0000,0.0000,0.0000
АКЦИИ,2022-04,21,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
АКЦИИ,2022-05,18,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,0.0000,0.0000,0.0000
АКЦИИ,2022-06,22,10:00,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,8.0000
АКЦИИ,2022-07,21,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,0.0000,0.0000,10.0000
АКЦИИ,2022-08,23,09:55,09:55,18:45,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,0.0000,0.0000,8.0000
АКЦИИ,2022-09,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9673,0.0321,0.0000,6.0000
АКЦИИ,2022-10,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9263,0.0729,0.0000,6.0000
АКЦИИ,2022-11,22,10:00,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.8941,0.1050,0.0000,8.0000
АКЦИИ,2022-12,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0000,0.9040,0.0945,0.0000,9.0000
АКЦИИ,2023-01,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0006,0.8925,0.1057,0.0000,9.0000
АКЦИИ,2023-02,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0006,0.9020,0.0965,0.0000,8.0000
АКЦИИ,2023-03,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0007,0.9010,0.0985,0.0000,8.0000
АКЦИИ,2023-04,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0007,0.9017,0.0977,0.0000,9.0000
АКЦИИ,2023-05,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0004,0.8872,0.1101,0.0000,8.0000
АКЦИИ,2023-06,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0005,0.8916,0.1071,0.0000,7.0000
АКЦИИ,2023-07,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0005,0.8872,0.1115,0.0000,10.0000
АКЦИИ,2023-08,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0006,0.8898,0.1086,0.0000,8.0000
АКЦИИ,2023-09,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0005,0.9036,0.0962,0.0000,9.0000
АКЦИИ,2023-10,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0005,0.8754,0.1220,0.0000,9.0000
АКЦИИ,2023-11,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0005,0.8785,0.1207,0.0000,8.0000
АКЦИИ,2023-12,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0004,0.8736,0.1243,0.0000,10.0000
АКЦИИ,2024-01,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0016,0.8823,0.1158,0.0000,8.0000
АКЦИИ,2024-02,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0013,0.8882,0.1094,0.0000,8.0000
АКЦИИ,2024-03,21,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0014,0.8963,0.1021,0.0000,10.0000
АКЦИИ,2024-04,22,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0017,0.8789,0.1191,0.0000,8.0000
АКЦИИ,2024-05,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0014,0.8619,0.1344,0.0000,8.0000
АКЦИИ,2024-06,20,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0009,0.8889,0.1081,0.0000,10.0000
АКЦИИ,2024-07,23,09:55,09:55,23:45,0.0000,0.0000,0.0000,0.0000,0.0009,0.8827,0.1147,0.0000,8.0000
АКЦИИ,2024-08,22,07:00,07:00,23:45,0.6227,0.0000,0.0010,0.0004,0.0010,0.8654,0.1260,0.0018,9.0000
АКЦИИ,2024-09,21,07:00,07:00,23:45,0.9905,0.0000,0.0019,0.0009,0.0010,0.8791,0.1158,0.0028,9.0000
АКЦИИ,2024-10,23,07:00,07:00,23:45,0.9957,0.0000,0.0015,0.0008,0.0008,0.8795,0.1159,0.0024,8.0000
АКЦИИ,2024-11,21,07:00,07:00,23:45,1.0000,0.0000,0.0021,0.0011,0.0009,0.8420,0.1488,0.0031,9.0000
АКЦИИ,2024-12,22,07:00,07:00,23:45,1.0000,0.0000,0.0017,0.0009,0.0007,0.8738,0.1190,0.0027,9.0000
АКЦИИ,2025-01,22,07:00,06:55,23:45,1.0000,0.0000,0.0037,0.0020,0.0021,0.8305,0.1273,0.0059,8.0000
АКЦИИ,2025-02,20,06:55,06:55,23:45,1.0000,0.0002,0.0416,0.0262,0.0057,0.7431,0.1534,0.0757,8.0000
АКЦИИ,2025-03,21,06:55,06:55,23:45,1.0000,0.0002,0.0471,0.0271,0.0048,0.7406,0.1501,0.0779,10.0000
АКЦИИ,2025-04,22,06:55,06:55,23:45,1.0000,0.0004,0.0572,0.0357,0.0069,0.7016,0.1703,0.0991,8.0000
АКЦИИ,2025-05,22,06:55,06:55,23:45,1.0000,0.0004,0.0600,0.0373,0.0070,0.7146,0.1381,0.1098,9.0000
АКЦИИ,2025-06,21,06:55,06:55,23:45,1.0000,0.0003,0.0588,0.0292,0.0051,0.7498,0.1354,0.0984,9.0000
АКЦИИ,2025-07,23,06:55,06:55,23:45,1.0000,0.0002,0.0507,0.0277,0.0056,0.7725,0.1212,0.0863,8.0000
АКЦИИ,2025-08,21,06:55,06:55,23:45,1.0000,0.0002,0.0504,0.0265,0.0052,0.7288,0.1559,0.0853,10.0000
АКЦИИ,2025-09,22,06:55,06:55,23:45,1.0000,0.0001,0.0456,0.0277,0.0053,0.7620,0.1335,0.0781,8.0000
АКЦИИ,2025-10,23,06:55,06:55,23:45,1.0000,0.0002,0.0415,0.0301,0.0063,0.7578,0.1293,0.0772,8.0000
АКЦИИ,2025-11,20,06:55,06:55,23:45,1.0000,0.0003,0.0474,0.0288,0.0064,0.7333,0.1346,0.0811,10.0000
АКЦИИ,2025-12,23,06:55,06:55,23:45,0.9870,0.0003,0.0471,0.0303,0.0041,0.7449,0.1392,0.0842,8.0000
АКЦИИ,2026-01,21,06:55,06:55,23:45,0.9857,0.0006,0.0531,0.0377,0.0078,0.7125,0.1459,0.1016,9.0000
АКЦИИ,2026-02,20,06:55,06:55,23:45,1.0000,0.0004,0.0544,0.0296,0.0071,0.7704,0.1185,0.0856,8.0000
АКЦИИ,2026-03,22,06:55,06:55,23:45,1.0000,0.0005,0.0633,0.0384,0.0075,0.7420,0.1257,0.1054,9.0000
АКЦИИ,2026-04,22,06:55,06:55,23:45,1.0000,0.0003,0.0624,0.0336,0.0065,0.7370,0.1194,0.1069,8.0000
АКЦИИ,2026-05,21,06:55,06:55,23:45,1.0000,0.0003,0.0528,0.0362,0.0067,0.7514,0.1243,0.0949,10.0000
АКЦИИ,2026-06,22,06:55,06:55,23:45,1.0000,0.0002,0.0460,0.0350,0.0054,0.7748,0.1077,0.0839,8.0000
АКЦИИ,2026-07,23,06:55,06:55,23:45,1.0000,0.0002,0.0680,0.0386,0.0085,0.7505,0.1069,0.1144,8.0000
АКЦИИ,2026-08,21,06:55,06:55,23:45,1.0000,0.0003,0.0829,0.0288,0.0062,0.7307,0.1122,0.1206,10.0000
АКЦИИ,2026-09,9,06:55,06:55,23:45,1.0000,0.0004,0.0748,0.0330,0.0060,0.6791,0.1435,0.1230,2.0000
